student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Gender,School_Type,Internet_Access,Grade_Category,Pass_Flag,Subject_Average,Attendance_Rate
5973,16,male,public,diploma,6.1,71.3,yes,<15 min,yes,online videos,91.1,95.1,77.5,80.0,c,Male,Public,Yes,C,Pass,87.89999999999999,71.3
6640,15,female,public,graduate,7.5,66.9,yes,>60 min,no,mixed,94.7,89.3,100.0,89.2,b,Female,Public,Yes,B,Pass,94.66666666666667,66.9
5357,18,female,private,post graduate,1.6,82.6,no,>60 min,no,coaching,45.6,34.0,31.3,36.0,f,Female,Private,No,F,Fail,36.96666666666666,82.6
6381,15,other,private,post graduate,3.2,56.6,no,>60 min,yes,coaching,31.6,46.0,43.2,46.2,e,Other,Private,No,E,Fail,40.266666666666666,56.6
1009,18,other,private,graduate,7.3,71.1,yes,30-60 min,no,group study,100.0,84.7,92.7,93.9,b,Other,Private,Yes,B,Pass,92.46666666666665,71.1
4315,18,female,public,diploma,2.1,72.3,yes,30-60 min,yes,mixed,36.4,44.6,72.7,48.4,e,Female,Public,Yes,E,Fail,51.23333333333333,72.3
9703,16,other,public,high school,3.5,98.9,no,30-60 min,yes,textbook,86.0,73.2,75.4,72.2,c,Other,Public,No,C,Pass,78.2,98.9
10152,15,female,private,post graduate,5.9,90.6,yes,15-30 min,no,online videos,60.1,69.1,80.4,74.2,c,Female,Private,Yes,C,Pass,69.86666666666666,90.6
2509,16,male,public,phd,2.3,63.9,yes,15-30 min,yes,mixed,40.5,33.4,36.5,39.5,f,Male,Public,Yes,F,Fail,36.800000000000004,63.9
4759,16,male,public,diploma,0.9,67.6,yes,>60 min,no,group study,40.2,24.4,28.9,25.6,f,Male,Public,Yes,F,Fail,31.166666666666668,67.6
2683,16,female,private,high school,2.3,96.2,yes,30-60 min,yes,mixed,53.6,53.0,77.1,61.9,d,Female,Private,Yes,D,Pass,61.23333333333333,96.2
7312,14,male,private,graduate,5.3,77.3,yes,<15 min,yes,group study,81.7,84.9,80.0,83.2,c,Male,Private,Yes,C,Pass,82.2,77.3
990,18,male,public,post graduate,6.1,61.9,yes,<15 min,yes,textbook,78.5,54.6,70.8,67.3,d,Male,Public,Yes,D,Pass,67.96666666666665,61.9
12477,14,female,private,post graduate,1.7,89.2,yes,<15 min,yes,online videos,58.5,43.0,56.3,47.7,e,Female,Private,Yes,E,Fail,52.6,89.2
8447,16,male,public,high school,3.8,52.0,yes,<15 min,no,group study,63.3,57.6,59.3,57.3,d,Male,Public,Yes,D,Pass,60.06666666666666,52.0
12356,16,male,private,no formal,1.0,92.1,yes,30-60 min,yes,notes,51.9,51.0,41.1,49.1,e,Male,Private,Yes,E,Fail,48.0,92.1
4712,18,male,private,phd,7.6,91.9,no,>60 min,yes,textbook,100.0,100.0,100.0,100.0,a,Male,Private,No,A,Pass,100.0,91.9
6480,15,female,public,no formal,1.1,51.3,no,30-60 min,no,mixed,35.9,39.5,30.9,34.9,f,Female,Public,No,F,Fail,35.43333333333334,51.3
6965,14,female,private,post graduate,4.5,73.7,yes,<15 min,yes,notes,74.3,61.6,91.8,73.1,c,Female,Private,Yes,C,Pass,75.89999999999999,73.7
13162,18,female,public,graduate,2.3,54.4,yes,>60 min,no,textbook,34.1,39.3,34.3,36.1,f,Female,Public,Yes,F,Fail,35.9,54.4
14636,19,other,private,graduate,3.2,96.2,yes,<15 min,yes,online videos,53.5,53.4,68.8,54.8,e,Other,Private,Yes,E,Fail,58.56666666666666,96.2
8076,19,male,public,post graduate,1.7,55.4,yes,15-30 min,yes,textbook,25.9,27.6,41.9,35.6,f,Male,Public,Yes,F,Fail,31.8,55.4
13914,15,male,private,graduate,1.7,84.3,yes,>60 min,no,textbook,52.5,59.4,47.6,45.1,e,Male,Private,Yes,E,Fail,53.166666666666664,84.3
4453,16,male,public,post graduate,0.6,98.4,no,30-60 min,no,textbook,47.7,68.4,50.0,53.9,e,Male,Public,No,E,Fail,55.366666666666674,98.4
8448,14,male,private,high school,7.8,72.0,yes,15-30 min,yes,textbook,95.3,100.0,97.0,98.3,a,Male,Private,Yes,A,Pass,97.43333333333334,72.0
1008,17,male,private,no formal,6.1,79.1,yes,15-30 min,no,coaching,60.0,76.8,56.2,74.9,c,Male,Private,Yes,C,Pass,64.33333333333333,79.1
6497,17,other,private,graduate,6.6,87.7,yes,15-30 min,no,notes,95.4,100.0,99.1,95.9,a,Other,Private,Yes,A,Pass,98.16666666666667,87.7
9948,19,male,private,no formal,5.8,65.3,yes,15-30 min,no,online videos,69.2,91.0,86.3,74.5,c,Male,Private,Yes,C,Pass,82.16666666666667,65.3
7689,14,male,public,diploma,1.4,53.8,yes,30-60 min,no,coaching,7.4,18.5,23.4,23.2,f,Male,Public,Yes,F,Fail,16.433333333333334,53.8
10764,18,other,private,diploma,4.4,79.8,yes,30-60 min,no,group study,54.8,54.6,73.3,69.5,d,Other,Private,Yes,D,Pass,60.9,79.8
3909,15,male,public,phd,4.5,94.6,yes,15-30 min,yes,notes,78.0,74.4,75.2,75.1,c,Male,Public,Yes,C,Pass,75.86666666666667,94.6
11190,17,female,public,diploma,2.3,75.9,yes,<15 min,yes,coaching,49.3,61.0,69.9,51.5,e,Female,Public,Yes,E,Fail,60.06666666666666,75.9
2804,14,other,public,high school,5.3,86.5,no,>60 min,yes,textbook,79.2,69.1,87.9,70.1,c,Other,Public,No,C,Pass,78.73333333333333,86.5
11958,14,other,public,post graduate,1.3,71.2,yes,15-30 min,yes,coaching,48.1,51.0,38.5,39.2,f,Other,Public,Yes,F,Fail,45.86666666666667,71.2
4380,19,male,public,post graduate,2.0,62.4,yes,15-30 min,no,online videos,46.1,51.9,33.6,44.6,e,Male,Public,Yes,E,Fail,43.86666666666667,62.4
11576,18,other,public,graduate,2.5,88.2,yes,<15 min,no,group study,57.4,29.3,59.1,49.6,e,Other,Public,Yes,E,Fail,48.6,88.2
99,17,other,private,post graduate,1.4,82.3,yes,15-30 min,no,coaching,37.2,50.4,48.3,39.9,f,Other,Private,Yes,F,Fail,45.29999999999999,82.3
8389,19,male,private,phd,4.5,51.5,yes,15-30 min,no,group study,54.5,66.1,56.0,55.4,d,Male,Private,Yes,D,Pass,58.86666666666667,51.5
10722,17,female,public,post graduate,4.9,80.5,no,15-30 min,no,notes,76.4,65.8,67.0,64.1,d,Female,Public,No,D,Pass,69.73333333333333,80.5
878,18,male,private,post graduate,4.4,54.1,yes,>60 min,yes,group study,56.7,46.3,58.6,50.1,e,Male,Private,Yes,E,Fail,53.86666666666667,54.1
1869,14,other,public,graduate,5.3,78.7,yes,<15 min,no,group study,76.9,85.1,94.1,82.4,c,Other,Public,Yes,C,Pass,85.36666666666667,78.7
14951,16,female,private,phd,1.4,81.7,yes,15-30 min,no,notes,47.4,26.1,44.0,39.8,f,Female,Private,Yes,F,Fail,39.166666666666664,81.7
2666,17,male,private,high school,6.6,54.4,yes,>60 min,yes,textbook,76.6,67.9,63.9,65.5,d,Male,Private,Yes,D,Pass,69.46666666666667,54.4
1389,19,other,private,phd,3.7,50.8,yes,15-30 min,yes,coaching,44.0,37.1,58.4,49.3,e,Other,Private,Yes,E,Fail,46.5,50.8
2416,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d,Male,Public,Yes,D,Pass,68.13333333333334,84.4
8762,17,female,public,no formal,2.1,81.2,yes,>60 min,no,coaching,34.4,26.1,49.0,40.5,e,Female,Public,Yes,E,Fail,36.5,81.2
2638,18,other,public,graduate,4.9,70.9,yes,30-60 min,no,online videos,80.8,67.7,84.4,76.9,c,Other,Public,Yes,C,Pass,77.63333333333334,70.9
7243,15,male,private,post graduate,5.5,85.2,yes,30-60 min,no,online videos,97.2,66.5,82.5,84.8,c,Male,Private,Yes,C,Pass,82.06666666666666,85.2
9258,15,male,public,phd,8.0,63.1,no,30-60 min,yes,mixed,83.1,89.8,60.2,82.9,c,Male,Public,No,C,Pass,77.69999999999999,63.1
8614,17,female,public,diploma,3.0,70.8,yes,<15 min,no,online videos,28.9,45.5,72.2,52.9,e,Female,Public,Yes,E,Fail,48.866666666666674,70.8
2884,14,male,private,phd,3.6,77.6,yes,15-30 min,no,notes,52.7,56.1,57.8,60.3,d,Male,Private,Yes,D,Pass,55.53333333333334,77.6
1205,17,female,private,diploma,3.1,50.3,yes,>60 min,yes,online videos,49.2,51.6,57.6,49.4,e,Female,Private,Yes,E,Fail,52.800000000000004,50.3
545,18,other,public,phd,3.9,93.2,yes,30-60 min,yes,group study,76.9,55.8,88.4,74.3,c,Other,Public,Yes,C,Pass,73.7,93.2
12359,19,other,private,phd,4.1,50.6,yes,>60 min,yes,online videos,41.7,45.7,72.3,52.9,e,Other,Private,Yes,E,Fail,53.23333333333333,50.6
11832,17,male,public,no formal,3.6,67.8,yes,30-60 min,no,textbook,46.9,44.8,36.1,59.5,d,Male,Public,Yes,D,Pass,42.599999999999994,67.8
1224,17,male,public,diploma,2.4,84.7,yes,15-30 min,no,group study,59.8,65.3,63.0,59.5,d,Male,Public,Yes,D,Pass,62.699999999999996,84.7
3173,16,female,public,high school,2.2,75.4,no,>60 min,no,notes,55.6,56.2,35.5,47.6,e,Female,Public,No,E,Fail,49.1,75.4
8960,19,other,public,graduate,0.7,93.0,yes,15-30 min,no,notes,49.4,27.1,16.4,34.4,f,Other,Public,Yes,F,Fail,30.96666666666667,93.0
6451,18,female,public,no formal,4.4,98.4,yes,>60 min,yes,online videos,75.7,74.3,75.2,76.0,c,Female,Public,Yes,C,Pass,75.06666666666666,98.4
11850,17,female,private,diploma,6.5,80.6,yes,15-30 min,no,textbook,99.2,91.0,85.8,81.4,c,Female,Private,Yes,C,Pass,92.0,80.6
13995,17,male,private,no formal,5.1,69.0,yes,>60 min,no,online videos,51.7,59.3,38.3,61.7,d,Male,Private,Yes,D,Pass,49.76666666666667,69.0
6521,14,female,private,no formal,7.8,84.0,no,15-30 min,yes,mixed,84.9,85.3,91.3,90.4,b,Female,Private,No,B,Pass,87.16666666666667,84.0
655,17,female,private,no formal,5.4,64.7,yes,>60 min,no,group study,69.5,69.1,80.6,71.9,c,Female,Private,Yes,C,Pass,73.06666666666666,64.7
6822,17,other,private,post graduate,4.8,57.3,yes,<15 min,yes,textbook,64.9,74.5,73.6,64.8,d,Other,Private,Yes,D,Pass,71.0,57.3
2447,18,male,public,high school,1.0,59.4,yes,30-60 min,no,mixed,19.2,34.6,36.5,26.4,f,Male,Public,Yes,F,Fail,30.099999999999998,59.4
5893,14,other,public,post graduate,4.2,71.0,yes,>60 min,no,mixed,64.4,72.3,67.4,70.1,c,Other,Public,Yes,C,Pass,68.03333333333333,71.0
8413,15,male,public,post graduate,3.1,51.1,yes,>60 min,no,group study,44.9,36.1,35.6,38.5,f,Male,Public,Yes,F,Fail,38.86666666666667,51.1
3667,17,male,public,diploma,1.6,90.7,no,15-30 min,no,coaching,50.0,46.8,70.1,51.6,e,Male,Public,No,E,Fail,55.633333333333326,90.7
4278,18,female,private,phd,4.5,94.7,yes,30-60 min,no,mixed,94.8,92.4,72.7,76.8,c,Female,Private,Yes,C,Pass,86.63333333333333,94.7
4403,16,female,public,diploma,1.8,96.1,no,<15 min,yes,mixed,49.1,35.9,53.3,48.0,e,Female,Public,No,E,Fail,46.1,96.1
2570,19,other,private,graduate,5.5,60.9,yes,<15 min,no,textbook,63.2,63.7,69.3,59.5,d,Other,Private,Yes,D,Pass,65.39999999999999,60.9
5516,18,female,private,no formal,4.2,59.9,yes,>60 min,no,textbook,71.9,74.8,66.7,66.0,d,Female,Private,Yes,D,Pass,71.13333333333333,59.9
9206,19,female,private,post graduate,2.3,88.1,yes,30-60 min,no,notes,39.0,77.3,60.8,51.8,e,Female,Private,Yes,E,Fail,59.03333333333333,88.1
10244,15,other,public,graduate,1.8,61.7,yes,<15 min,yes,mixed,32.3,18.4,36.6,31.8,f,Other,Public,Yes,F,Fail,29.099999999999998,61.7
3986,16,other,private,diploma,2.8,75.9,yes,<15 min,no,online videos,35.6,36.5,42.0,45.6,e,Other,Private,Yes,E,Fail,38.03333333333333,75.9
13136,17,other,private,post graduate,7.1,71.4,no,30-60 min,no,textbook,96.9,92.9,77.5,84.1,c,Other,Private,No,C,Pass,89.10000000000001,71.4
8168,15,female,public,no formal,2.9,92.8,yes,30-60 min,no,textbook,68.0,72.5,79.9,63.9,d,Female,Public,Yes,D,Pass,73.46666666666667,92.8
13092,19,male,public,phd,6.8,96.5,yes,30-60 min,no,group study,100.0,86.1,89.2,92.2,b,Male,Public,Yes,B,Pass,91.76666666666667,96.5
7449,18,male,public,no formal,7.7,87.1,no,>60 min,yes,notes,100.0,93.2,85.8,91.3,b,Male,Public,No,B,Pass,93.0,87.1
4311,17,female,public,high school,4.4,71.2,no,15-30 min,no,group study,71.1,80.0,70.6,68.7,d,Female,Public,No,D,Pass,73.89999999999999,71.2
3020,18,male,public,post graduate,5.1,70.1,yes,<15 min,yes,group study,67.7,60.2,52.9,69.3,d,Male,Public,Yes,D,Pass,60.26666666666667,70.1
3682,14,male,public,phd,0.9,58.7,yes,<15 min,yes,notes,16.5,26.8,34.1,21.1,f,Male,Public,Yes,F,Fail,25.8,58.7
9636,17,female,public,phd,3.0,83.0,yes,30-60 min,yes,coaching,65.7,67.9,77.4,63.6,d,Female,Public,Yes,D,Pass,70.33333333333334,83.0
4197,17,other,private,phd,2.0,62.4,yes,>60 min,no,notes,38.3,38.0,43.5,37.8,f,Other,Private,Yes,F,Fail,39.93333333333333,62.4
11203,16,other,public,diploma,2.8,94.9,yes,<15 min,no,coaching,90.0,63.2,70.0,66.2,d,Other,Public,Yes,D,Pass,74.39999999999999,94.9
573,15,female,public,diploma,1.4,78.0,yes,<15 min,yes,mixed,49.9,53.2,44.0,52.0,e,Female,Public,Yes,E,Fail,49.03333333333333,78.0
9525,16,female,private,phd,5.5,50.9,yes,15-30 min,no,coaching,74.7,69.4,79.8,71.3,c,Female,Private,Yes,C,Pass,74.63333333333334,50.9
4754,19,other,private,no formal,2.9,75.7,no,<15 min,no,coaching,41.8,47.1,61.1,54.7,e,Other,Private,No,E,Fail,50.0,75.7
7083,18,male,public,graduate,7.7,91.2,yes,30-60 min,no,coaching,100.0,93.1,100.0,99.0,a,Male,Public,Yes,A,Pass,97.7,91.2
4003,14,other,public,phd,2.3,99.9,yes,30-60 min,yes,coaching,68.7,46.2,65.7,63.4,d,Other,Public,Yes,D,Pass,60.20000000000001,99.9
5630,14,other,private,graduate,6.9,60.1,yes,15-30 min,yes,coaching,60.0,79.1,82.1,84.8,c,Other,Private,Yes,C,Pass,73.73333333333333,60.1
11327,14,male,private,graduate,3.3,70.4,yes,30-60 min,no,mixed,63.5,67.4,36.4,57.5,d,Male,Private,Yes,D,Pass,55.76666666666667,70.4
13945,18,female,private,graduate,5.9,68.2,yes,15-30 min,yes,group study,81.8,66.0,99.1,82.2,c,Female,Private,Yes,C,Pass,82.3,68.2
12279,14,female,public,high school,5.7,69.9,yes,15-30 min,yes,group study,79.5,84.1,85.0,81.0,c,Female,Public,Yes,C,Pass,82.86666666666666,69.9
8418,16,female,public,phd,5.2,70.3,yes,<15 min,yes,textbook,69.3,55.6,72.3,67.6,d,Female,Public,Yes,D,Pass,65.73333333333333,70.3
4201,18,male,public,no formal,1.8,60.9,yes,>60 min,yes,online videos,42.6,43.3,69.0,44.7,e,Male,Public,Yes,E,Fail,51.63333333333333,60.9
1998,19,female,private,diploma,7.6,75.8,yes,>60 min,yes,online videos,92.5,100.0,96.6,98.1,a,Female,Private,Yes,A,Pass,96.36666666666667,75.8
8964,17,male,public,high school,1.4,96.8,yes,30-60 min,no,mixed,40.2,63.1,51.6,49.5,e,Male,Public,Yes,E,Fail,51.63333333333333,96.8
7423,15,other,public,high school,2.7,50.7,yes,30-60 min,yes,textbook,38.8,21.8,36.1,34.1,f,Other,Public,Yes,F,Fail,32.23333333333333,50.7
4525,18,male,public,phd,6.3,59.0,yes,<15 min,yes,coaching,58.6,63.3,80.7,72.5,c,Male,Public,Yes,C,Pass,67.53333333333335,59.0
8626,15,other,private,no formal,4.4,60.3,yes,>60 min,no,mixed,39.8,56.1,51.8,53.3,e,Other,Private,Yes,E,Fail,49.23333333333333,60.3
13519,19,other,private,high school,2.0,83.1,no,15-30 min,no,notes,52.2,36.2,39.5,46.9,e,Other,Private,No,E,Fail,42.63333333333333,83.1
11292,15,male,public,post graduate,6.6,86.0,yes,<15 min,yes,mixed,96.1,100.0,87.2,92.7,b,Male,Public,Yes,B,Pass,94.43333333333334,86.0
10922,18,male,private,high school,4.2,66.4,yes,>60 min,no,textbook,58.4,44.0,31.3,54.8,e,Male,Private,Yes,E,Fail,44.56666666666667,66.4
3408,17,female,private,no formal,0.8,70.7,yes,15-30 min,no,group study,40.7,39.6,57.5,39.3,f,Female,Private,Yes,F,Fail,45.93333333333334,70.7
6732,15,male,public,phd,6.7,55.2,yes,15-30 min,no,mixed,58.3,58.6,74.4,70.0,d,Male,Public,Yes,D,Pass,63.76666666666667,55.2
7796,16,other,private,post graduate,7.4,90.4,yes,15-30 min,yes,mixed,79.0,86.3,69.5,85.7,b,Other,Private,Yes,B,Pass,78.26666666666667,90.4
11333,19,other,private,graduate,2.6,72.3,yes,<15 min,yes,textbook,52.3,58.7,34.3,47.8,e,Other,Private,Yes,E,Fail,48.43333333333334,72.3
9058,15,female,private,graduate,0.6,76.9,yes,15-30 min,no,online videos,22.3,33.7,13.8,26.5,f,Female,Private,Yes,F,Fail,23.266666666666666,76.9
2794,17,male,public,phd,3.4,56.8,yes,>60 min,no,coaching,35.8,43.9,42.2,40.0,f,Male,Public,Yes,F,Fail,40.63333333333333,56.8
7335,16,male,private,post graduate,2.0,90.6,no,<15 min,yes,notes,50.4,56.1,63.3,60.4,d,Male,Private,No,D,Pass,56.6,90.6
2912,14,female,private,high school,4.8,60.7,no,30-60 min,yes,coaching,49.3,64.6,74.9,71.4,c,Female,Private,No,C,Pass,62.93333333333334,60.7
7953,19,other,private,phd,7.6,56.3,yes,15-30 min,no,mixed,100.0,84.6,100.0,91.7,b,Other,Private,Yes,B,Pass,94.86666666666667,56.3
2416,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d,Male,Public,Yes,D,Pass,68.13333333333334,84.4
251,15,female,private,phd,7.4,54.1,yes,30-60 min,no,online videos,74.3,99.7,76.5,87.5,b,Female,Private,Yes,B,Pass,83.5,54.1
4952,14,male,private,phd,6.8,52.3,yes,>60 min,no,online videos,64.9,74.0,65.1,69.8,d,Male,Private,Yes,D,Pass,68.0,52.3
8099,14,male,private,no formal,1.5,63.7,yes,30-60 min,no,mixed,54.8,19.8,31.8,39.8,f,Male,Private,Yes,F,Fail,35.46666666666666,63.7
11950,19,female,private,high school,0.7,78.9,yes,30-60 min,no,textbook,21.3,31.4,30.7,35.4,f,Female,Private,Yes,F,Fail,27.8,78.9
5290,15,female,public,graduate,2.8,85.6,yes,15-30 min,yes,notes,60.4,75.3,55.1,61.8,d,Female,Public,Yes,D,Pass,63.599999999999994,85.6
8103,15,male,private,phd,3.6,79.1,no,30-60 min,no,coaching,47.6,65.1,46.0,56.0,d,Male,Private,No,D,Pass,52.9,79.1
7258,17,male,public,no formal,2.3,94.1,yes,30-60 min,no,mixed,48.4,59.1,38.6,54.1,e,Male,Public,Yes,E,Fail,48.699999999999996,94.1
12849,15,other,private,graduate,6.0,92.4,yes,30-60 min,yes,textbook,89.6,87.8,88.3,89.1,b,Other,Private,Yes,B,Pass,88.56666666666666,92.4
5566,17,female,public,high school,2.1,87.1,yes,30-60 min,no,notes,50.0,40.4,57.8,48.5,e,Female,Public,Yes,E,Fail,49.4,87.1
6438,15,male,public,no formal,1.4,85.6,yes,30-60 min,no,online videos,50.3,29.3,45.2,41.7,e,Male,Public,Yes,E,Fail,41.6,85.6
9111,14,other,public,no formal,3.1,62.1,yes,>60 min,yes,coaching,45.8,53.5,58.0,55.9,d,Other,Public,Yes,D,Pass,52.43333333333334,62.1
1174,15,other,public,phd,2.4,61.2,yes,30-60 min,yes,coaching,33.7,51.9,24.6,40.9,e,Other,Public,Yes,E,Fail,36.73333333333333,61.2
11396,19,other,public,phd,7.3,60.9,no,<15 min,yes,group study,82.2,66.8,91.5,80.0,c,Other,Public,No,C,Pass,80.16666666666667,60.9
8625,15,other,public,graduate,2.0,53.6,yes,30-60 min,yes,textbook,37.3,44.8,17.9,32.4,f,Other,Public,Yes,F,Fail,33.333333333333336,53.6
14395,16,female,public,diploma,3.3,65.8,yes,15-30 min,no,online videos,48.0,59.9,59.8,57.1,d,Female,Public,Yes,D,Pass,55.9,65.8
13257,16,female,private,no formal,3.4,82.2,yes,>60 min,yes,group study,53.7,63.6,53.1,56.6,d,Female,Private,Yes,D,Pass,56.800000000000004,82.2
836,18,male,private,high school,5.8,99.1,yes,15-30 min,yes,notes,90.2,95.9,80.9,86.9,b,Male,Private,Yes,B,Pass,89.0,99.1
10439,14,female,private,post graduate,2.4,59.4,yes,30-60 min,no,coaching,41.9,58.2,47.4,34.8,f,Female,Private,Yes,F,Fail,49.166666666666664,59.4
2263,14,male,private,diploma,6.0,97.4,yes,<15 min,no,mixed,100.0,85.6,100.0,92.0,b,Male,Private,Yes,B,Pass,95.2,97.4
9090,16,male,public,post graduate,5.8,79.9,yes,15-30 min,no,mixed,69.6,74.8,77.8,74.5,c,Male,Public,Yes,C,Pass,74.06666666666666,79.9
11825,17,male,public,post graduate,4.9,99.9,no,<15 min,yes,mixed,64.0,60.3,93.6,71.1,c,Male,Public,No,C,Pass,72.63333333333333,99.9
4568,18,male,public,diploma,3.1,96.0,yes,30-60 min,yes,coaching,71.5,52.1,52.5,53.6,e,Male,Public,Yes,E,Fail,58.699999999999996,96.0
3816,14,male,private,no formal,5.6,85.0,yes,>60 min,yes,notes,58.1,78.1,61.3,69.4,d,Male,Private,Yes,D,Pass,65.83333333333333,85.0
247,18,other,public,post graduate,4.2,70.6,yes,30-60 min,no,notes,69.7,71.9,55.9,69.1,d,Other,Public,Yes,D,Pass,65.83333333333334,70.6
2430,15,male,private,high school,7.8,74.7,yes,>60 min,no,notes,96.4,94.3,81.8,88.9,b,Male,Private,Yes,B,Pass,90.83333333333333,74.7
9183,19,other,public,post graduate,6.5,64.6,yes,<15 min,yes,notes,74.8,65.3,74.0,73.8,c,Other,Public,Yes,C,Pass,71.36666666666666,64.6
11503,18,female,private,graduate,4.6,89.6,yes,15-30 min,yes,group study,64.6,88.7,76.2,72.2,c,Female,Private,Yes,C,Pass,76.5,89.6
9119,16,female,private,diploma,5.7,71.4,yes,15-30 min,no,mixed,78.2,69.9,74.7,70.1,c,Female,Private,Yes,C,Pass,74.26666666666667,71.4
11631,17,male,private,diploma,4.1,82.5,yes,>60 min,yes,coaching,61.8,46.8,73.5,66.9,d,Male,Private,Yes,D,Pass,60.699999999999996,82.5
5288,19,male,private,graduate,7.6,58.3,yes,15-30 min,yes,mixed,89.3,95.0,100.0,93.6,b,Male,Private,Yes,B,Pass,94.76666666666667,58.3
2608,15,male,public,graduate,7.6,59.4,yes,>60 min,yes,online videos,91.2,90.0,83.2,86.1,b,Male,Public,Yes,B,Pass,88.13333333333333,59.4
9267,17,male,public,diploma,3.1,90.8,yes,>60 min,yes,group study,67.0,59.9,74.5,66.6,d,Male,Public,Yes,D,Pass,67.13333333333334,90.8
5931,19,female,private,high school,5.7,65.4,yes,30-60 min,yes,coaching,54.7,67.1,50.0,62.1,d,Female,Private,Yes,D,Pass,57.26666666666667,65.4
4023,17,male,private,diploma,5.5,89.7,yes,15-30 min,no,textbook,83.8,74.2,68.6,81.7,c,Male,Private,Yes,C,Pass,75.53333333333333,89.7
11992,16,female,private,high school,5.7,86.6,yes,15-30 min,no,mixed,97.0,61.4,95.3,77.0,c,Female,Private,Yes,C,Pass,84.56666666666666,86.6
4785,19,male,private,no formal,3.5,67.9,yes,>60 min,no,online videos,63.6,66.0,69.7,60.6,d,Male,Private,Yes,D,Pass,66.43333333333334,67.9
14716,14,male,public,diploma,5.1,84.5,yes,>60 min,yes,textbook,55.1,82.2,68.5,67.3,d,Male,Public,Yes,D,Pass,68.60000000000001,84.5
6618,17,male,public,graduate,2.6,50.4,yes,30-60 min,yes,textbook,21.4,42.4,22.5,39.1,f,Male,Public,Yes,F,Fail,28.766666666666666,50.4
3152,15,male,public,graduate,6.2,60.6,yes,15-30 min,no,textbook,67.4,91.5,83.0,79.7,c,Male,Public,Yes,C,Pass,80.63333333333334,60.6
11631,17,male,private,diploma,4.1,82.5,yes,>60 min,yes,coaching,61.8,46.8,73.5,66.9,d,Male,Private,Yes,D,Pass,60.699999999999996,82.5
5581,17,male,private,post graduate,4.0,60.3,yes,15-30 min,yes,mixed,70.3,68.4,48.9,61.9,d,Male,Private,Yes,D,Pass,62.53333333333333,60.3
7055,19,other,public,graduate,2.7,60.1,yes,<15 min,yes,mixed,62.6,52.0,40.4,50.1,e,Other,Public,Yes,E,Fail,51.666666666666664,60.1
7707,19,female,private,post graduate,3.4,80.0,yes,15-30 min,no,mixed,52.6,47.5,61.3,51.7,e,Female,Private,Yes,E,Fail,53.79999999999999,80.0
7620,18,male,private,post graduate,3.4,94.2,yes,<15 min,no,notes,50.7,46.8,57.3,54.9,e,Male,Private,Yes,E,Fail,51.6,94.2
13248,16,female,private,high school,0.5,78.3,no,15-30 min,yes,online videos,42.7,41.4,51.4,42.0,e,Female,Private,No,E,Fail,45.166666666666664,78.3
4574,19,male,private,diploma,3.4,87.4,yes,30-60 min,yes,textbook,76.9,91.3,80.3,67.6,d,Male,Private,Yes,D,Pass,82.83333333333333,87.4
3492,17,female,private,graduate,1.1,81.1,yes,15-30 min,no,textbook,29.3,35.6,49.0,40.8,e,Female,Private,Yes,E,Fail,37.96666666666667,81.1
707,14,other,public,phd,3.5,85.1,yes,15-30 min,yes,coaching,65.6,51.6,60.0,60.2,d,Other,Public,Yes,D,Pass,59.06666666666666,85.1
6998,16,female,private,diploma,4.6,62.7,yes,<15 min,yes,notes,71.9,37.5,36.6,55.6,d,Female,Private,Yes,D,Pass,48.666666666666664,62.7
5234,15,other,private,diploma,0.7,86.2,yes,30-60 min,no,mixed,18.2,10.7,40.3,32.0,f,Other,Private,Yes,F,Fail,23.066666666666663,86.2
11257,14,male,private,high school,4.4,64.6,yes,<15 min,no,online videos,52.3,55.4,82.6,60.6,d,Male,Private,Yes,D,Pass,63.43333333333333,64.6
8946,17,other,public,phd,4.5,82.9,yes,>60 min,yes,coaching,89.3,77.3,89.2,78.8,c,Other,Public,Yes,C,Pass,85.26666666666667,82.9
14839,15,female,public,phd,7.7,76.7,no,15-30 min,yes,textbook,89.3,97.2,79.3,93.0,b,Female,Public,No,B,Pass,88.60000000000001,76.7
